test_id,student_id,math,science,social_science,english,computer,exam_date
1315,263,63,77,62,83,66,2026-05-04
1316,264,55,55,48,35,40,2026-01-13
1317,264,53,57,57,61,43,2026-02-08
1318,264,54,39,38,40,58,2026-03-09
1319,264,63,56,49,57,56,2026-04-04
1320,264,45,52,47,71,42,2026-05-04
1321,265,51,69,39,51,68,2026-01-13
1322,265,58,63,74,61,69,2026-02-09
1323,265,61,47,57,50,61,2026-03-09
1324,265,51,53,60,48,79,2026-04-07
1325,265,63,54,44,50,71,2026-05-05
1326,266,51,67,57,63,70,2026-01-13
1327,266,69,32,63,73,58,2026-02-08
1328,266,62,61,69,61,63,2026-03-09
1329,266,61,81,55,72,82,2026-04-07
1330,266,70,61,58,61,47,2026-05-05
1331,267,63,58,61,65,62,2026-01-12
1332,267,49,59,65,65,68,2026-02-09
1333,267,51,60,50,82,75,2026-03-07
1334,267,47,59,32,61,69,2026-04-06
1335,267,72,68,32,54,59,2026-05-03
1336,268,61,67,73,62,83,2026-01-10
1337,268,53,75,68,64,77,2026-02-08
1338,268,74,67,84,81,51,2026-03-10
1339,268,89,54,62,51,62,2026-04-04
1340,268,85,52,55,81,81,2026-05-04
1341,269,59,68,46,65,50,2026-01-12
1342,269,66,64,49,47,39,2026-02-09
1343,269,50,76,41,63,75,2026-03-09
1344,269,55,49,52,78,71,2026-04-05
1345,269,44,55,42,65,54,2026-05-03
1346,270,73,67,57,69,71,2026-01-13
1347,270,88,73,50,51,61,2026-02-09
1348,270,64,78,68,69,75,2026-03-09
1349,270,72,45,55,68,90,2026-04-07
1350,270,65,65,72,77,71,2026-05-04
1351,271,65,58,68,62,70,2026-01-11
1352,271,53,76,77,59,65,2026-02-07
1353,271,54,67,32,88,76,2026-03-07
1354,271,72,47,71,73,41,2026-04-07
1355,271,68,41,65,57,51,2026-05-04
1356,272,41,52,52,48,78,2026-01-11
1357,272,49,72,70,72,62,2026-02-08
1358,272,48,43,40,53,55,2026-03-09
1359,272,40,63,59,59,48,2026-04-07
1360,272,52,68,54,51,82,2026-05-05
1361,273,63,68,57,53,54,2026-01-10
1362,273,71,72,38,89,40,2026-02-10
1363,273,71,78,68,79,80,2026-03-10
1364,273,83,65,83,74,86,2026-04-05
1365,273,67,65,70,60,73,2026-05-03
1366,274,32,25,65,56,56,2026-01-13
1367,274,27,32,59,33,40,2026-02-08
1368,274,43,32,48,64,55,2026-03-10
1369,274,50,42,46,47,42,2026-04-05
1370,274,67,52,33,56,63,2026-05-05
1371,275,48,70,51,34,38,2026-01-11
1372,275,63,25,28,48,49,2026-02-08
1373,275,62,44,36,49,55,2026-03-07
1374,275,88,64,62,42,55,2026-04-05
1375,275,61,51,55,41,49,2026-05-05
1376,276,75,66,53,34,77,2026-01-13
1377,276,58,71,58,59,59,2026-02-10
1378,276,60,74,46,52,76,2026-03-08
1379,276,61,80,42,88,77,2026-04-05
1380,276,81,59,59,64,52,2026-05-04
1381,277,80,44,65,64,83,2026-01-11
1382,277,59,48,54,48,48,2026-02-09
1383,277,72,60,46,69,60,2026-03-10
1384,277,67,46,64,36,53,2026-04-06
1385,277,70,52,49,72,83,2026-05-03
1386,278,86,65,65,83,63,2026-01-11
1387,278,62,78,47,64,58,2026-02-10
1388,278,56,76,51,62,80,2026-03-09
1389,278,61,73,56,41,65,2026-04-05
1390,278,52,82,55,57,58,2026-05-03
1391,279,53,46,55,82,73,2026-01-12
1392,279,73,76,74,75,76,2026-02-09
1393,279,54,57,65,59,60,2026-03-09
1394,279,77,61,43,53,87,2026-04-06
1395,279,76,74,57,84,53,2026-05-02
1396,280,80,73,70,64,68,2026-01-10
1397,280,84,66,88,60,65,2026-02-08
1398,280,74,61,80,67,59,2026-03-10
1399,280,50,79,66,60,80,2026-04-07
1400,280,79,67,60,52,75,2026-05-02
1401,281,45,46,59,78,73,2026-01-13
1402,281,46,72,56,65,74,2026-02-10
1403,281,60,57,66,78,57,2026-03-09
1404,281,46,41,71,56,82,2026-04-06
1405,281,73,80,49,76,74,2026-05-04
1406,282,67,74,69,44,43,2026-01-10
1407,282,51,60,27,70,70,2026-02-08
1408,282,51,60,52,46,64,2026-03-09
1409,282,59,62,45,60,70,2026-04-04
1410,282,65,87,72,58,58,2026-05-03
1411,283,64,66,49,63,71,2026-01-10
1412,283,87,66,65,64,49,2026-02-07
1413,283,87,63,63,60,83,2026-03-08
1414,283,76,56,52,64,61,2026-04-07
1415,283,76,38,58,68,71,2026-05-04
1416,284,75,52,61,64,63,2026-01-10
1417,284,62,65,44,53,41,2026-02-10
1418,284,82,43,42,48,57,2026-03-10
1419,284,66,68,43,42,54,2026-04-06
1420,284,66,79,61,53,70,2026-05-03
1421,285,74,61,70,74,68,2026-01-10
1422,285,65,79,67,72,82,2026-02-09
1423,285,74,66,59,80,68,2026-03-08
1424,285,81,49,65,83,61,2026-04-06
1425,285,57,75,72,83,67,2026-05-05
1426,286,66,74,50,79,83,2026-01-12
1427,286,96,73,89,67,72,2026-02-09
1428,286,45,80,63,56,72,2026-03-07
1429,286,75,62,46,81,68,2026-04-07
1430,286,57,72,64,77,66,2026-05-02
1431,287,61,63,80,71,46,2026-01-11
1432,287,52,69,66,78,69,2026-02-09
1433,287,52,58,67,43,65,2026-03-09
1434,287,49,47,59,72,74,2026-04-05
1435,287,65,74,61,51,73,2026-05-05
1436,288,47,78,68,66,81,2026-01-11
1437,288,70,75,52,75,70,2026-02-07
1438,288,58,67,56,74,75,2026-03-07
1439,288,54,77,72,69,84,2026-04-04
1440,288,57,70,75,58,59,2026-05-02
1441,289,69,48,73,51,61,2026-01-11
1442,289,62,57,39,43,53,2026-02-09
1443,289,45,63,60,58,56,2026-03-10
1444,289,77,70,67,53,69,2026-04-05
1445,289,82,46,49,84,58,2026-05-02
1446,290,69,62,69,54,77,2026-01-11
1447,290,62,76,60,73,79,2026-02-07
1448,290,80,67,76,64,49,2026-03-09
1449,290,48,61,74,72,54,2026-04-06
1450,290,65,51,66,69,63,2026-05-05
1451,291,63,56,39,53,34,2026-01-12
1452,291,74,66,53,49,60,2026-02-08
1453,291,58,88,54,61,64,2026-03-08
1454,291,57,44,61,58,63,2026-04-07
1455,291,60,38,57,59,39,2026-05-05
1456,292,56,76,70,44,75,2026-01-10
1457,292,56,56,78,60,49,2026-02-08
1458,292,71,93,61,55,64,2026-03-09
1459,292,73,66,55,51,59,2026-04-04
1460,292,49,52,55,55,50,2026-05-05
1461,293,67,67,67,69,66,2026-01-11
1462,293,70,60,89,63,68,2026-02-09
1463,293,53,58,58,50,77,2026-03-07
1464,293,75,51,48,77,62,2026-04-05
1465,293,81,57,41,72,62,2026-05-04
1466,294,65,58,53,77,57,2026-01-12
1467,294,71,62,61,28,51,2026-02-07
1468,294,78,68,61,54,69,2026-03-10
1469,294,42,54,72,61,66,2026-04-04
1470,294,54,60,58,63,61,2026-05-05
1471,295,83,57,59,67,91,2026-01-12
1472,295,42,40,80,61,71,2026-02-10
1473,295,57,62,51,63,62,2026-03-08
1474,295,59,69,44,66,69,2026-04-06
1475,295,92,54,66,54,79,2026-05-05
1476,296,53,58,48,47,46,2026-01-13
1477,296,85,60,54,73,65,2026-02-09
1478,296,63,74,63,65,62,2026-03-09
1479,296,68,43,43,68,73,2026-04-06
1480,296,54,54,52,52,57,2026-05-04
1481,297,69,54,54,80,82,2026-01-11
1482,297,52,52,63,82,70,2026-02-08
1483,297,79,42,80,79,75,2026-03-07
1484,297,82,67,60,55,90,2026-04-04
1485,297,65,54,56,53,74,2026-05-05
1486,298,63,46,48,69,67,2026-01-10
1487,298,75,52,74,72,70,2026-02-08
1488,298,45,69,57,58,57,2026-03-07
1489,298,62,68,85,79,61,2026-04-07
1490,298,65,79,57,68,55,2026-05-02
1491,299,41,72,88,71,83,2026-01-10
1492,299,71,48,74,47,71,2026-02-08
1493,299,67,63,71,61,77,2026-03-10
1494,299,53,57,53,72,69,2026-04-04
1495,299,74,64,54,63,79,2026-05-03
1496,300,59,78,53,52,80,2026-01-13
1497,300,72,69,89,60,98,2026-02-09
1498,300,71,98,81,77,69,2026-03-08
1499,300,85,58,82,60,96,2026-04-04
1500,300,70,62,75,66,80,2026-05-05
1501,301,83,60,60,86,60,2026-01-12
1502,301,66,66,36,46,71,2026-02-07
1503,301,71,47,51,70,63,2026-03-10
1504,301,31,66,35,64,58,2026-04-04
1505,301,73,64,70,50,63,2026-05-05
1506,302,60,50,25,37,55,2026-01-12
1507,302,54,52,58,51,45,2026-02-07
1508,302,58,27,47,36,51,2026-03-10
1509,302,54,38,35,52,44,2026-04-04
1510,302,54,49,38,76,46,2026-05-03
1511,303,41,58,27,66,54,2026-01-12
1512,303,59,50,26,55,61,2026-02-08
1513,303,48,65,36,64,32,2026-03-08
1514,303,53,64,60,56,67,2026-04-07
1515,303,64,65,45,51,49,2026-05-03
1516,304,76,72,63,58,47,2026-01-12
1517,304,34,43,58,84,72,2026-02-10
1518,304,45,63,70,50,58,2026-03-08
1519,304,50,42,64,62,47,2026-04-07
1520,304,47,62,49,64,59,2026-05-02
1521,305,67,85,68,69,100,2026-01-13
1522,305,67,63,81,45,64,2026-02-09
1523,305,80,51,77,56,58,2026-03-10
1524,305,38,72,82,76,61,2026-04-06
1525,305,73,75,91,58,75,2026-05-02
1526,306,73,79,68,72,69,2026-01-13
1527,306,49,25,48,54,65,2026-02-08
1528,306,76,61,66,52,65,2026-03-09
1529,306,45,52,56,79,56,2026-04-07
1530,306,57,40,63,61,54,2026-05-05
1531,307,42,54,70,86,76,2026-01-10
1532,307,60,39,56,74,61,2026-02-07
1533,307,79,91,71,71,52,2026-03-08
1534,307,92,62,81,76,61,2026-04-04
1535,307,51,50,70,59,85,2026-05-04
1536,308,47,35,69,67,70,2026-01-10
1537,308,56,66,50,38,57,2026-02-09
1538,308,59,61,56,66,78,2026-03-10
1539,308,41,41,35,35,48,2026-04-05
1540,308,51,40,61,60,47,2026-05-03
1541,309,38,71,61,53,74,2026-01-13
1542,309,64,53,57,60,66,2026-02-08
1543,309,52,64,53,49,62,2026-03-08
1544,309,83,53,46,56,49,2026-04-07
1545,309,45,56,51,41,55,2026-05-03
1546,310,25,33,57,68,46,2026-01-13
1547,310,74,62,39,70,54,2026-02-10
1548,310,82,52,40,62,56,2026-03-09
1549,310,45,60,46,56,54,2026-04-07
1550,310,62,52,43,63,73,2026-05-04
1551,311,79,86,65,35,61,2026-01-10
1552,311,62,86,79,72,66,2026-02-09
1553,311,49,57,69,55,64,2026-03-07
1554,311,69,60,71,67,67,2026-04-06
1555,311,63,60,58,72,80,2026-05-02
1556,312,77,71,44,62,62,2026-01-10
1557,312,50,67,40,60,60,2026-02-07
1558,312,73,46,51,58,69,2026-03-09
1559,312,54,50,72,71,55,2026-04-05
1560,312,27,54,45,75,78,2026-05-04
1561,313,51,44,79,43,64,2026-01-13
1562,313,48,48,49,62,45,2026-02-09
1563,313,56,49,44,42,56,2026-03-07
1564,313,51,59,62,53,50,2026-04-05
1565,313,60,36,42,45,49,2026-05-04
1566,314,64,62,54,51,72,2026-01-12
1567,314,59,53,59,83,63,2026-02-10
1568,314,50,58,72,47,60,2026-03-07
1569,314,55,56,56,51,78,2026-04-04
1570,314,52,77,58,62,38,2026-05-04
1571,315,61,51,30,68,46,2026-01-12
1572,315,38,63,31,60,67,2026-02-07
1573,315,53,40,43,40,52,2026-03-07
1574,315,66,48,55,58,75,2026-04-07
1575,315,68,59,64,55,69,2026-05-03
1576,316,56,74,43,56,51,2026-01-13
1577,316,62,72,49,61,52,2026-02-10
1578,316,80,51,46,63,44,2026-03-10
1579,316,53,56,59,42,57,2026-04-05
1580,316,47,57,56,61,40,2026-05-05
1581,317,56,38,71,55,48,2026-01-11
1582,317,60,75,61,41,70,2026-02-08
1583,317,52,50,51,38,68,2026-03-08
1584,317,50,45,68,72,59,2026-04-04
1585,317,62,39,54,71,62,2026-05-02
1586,318,88,51,38,66,63,2026-01-12
1587,318,45,40,55,58,76,2026-02-07
1588,318,71,67,64,63,67,2026-03-09
1589,318,87,68,42,67,51,2026-04-07
1590,318,68,77,83,70,53,2026-05-03
1591,319,68,67,44,47,69,2026-01-10
1592,319,60,62,51,57,56,2026-02-10
1593,319,52,57,65,57,58,2026-03-08
1594,319,65,48,70,55,60,2026-04-07
1595,319,69,75,43,46,49,2026-05-03
1596,320,53,61,25,35,43,2026-01-12
1597,320,55,44,61,64,42,2026-02-07
1598,320,55,51,30,52,37,2026-03-10
1599,320,54,43,57,61,54,2026-04-05
1600,320,62,76,45,63,57,2026-05-05
1601,321,50,51,79,49,56,2026-01-13
1602,321,29,68,79,43,69,2026-02-08
1603,321,57,62,57,71,69,2026-03-10
1604,321,49,48,48,49,71,2026-04-07
1605,321,27,50,59,65,73,2026-05-03
1606,322,60,80,63,93,76,2026-01-11
1607,322,68,40,57,39,61,2026-02-10
1608,322,45,70,63,72,81,2026-03-08
1609,322,74,64,65,49,60,2026-04-07
1610,322,58,67,67,45,59,2026-05-03
1611,323,48,55,95,45,63,2026-01-10
1612,323,65,61,50,59,63,2026-02-07
1613,323,72,62,50,85,69,2026-03-10
1614,323,82,52,52,70,72,2026-04-06
1615,323,60,60,59,68,70,2026-05-05
1616,324,66,53,53,56,68,2026-01-10
1617,324,64,45,53,63,77,2026-02-09
1618,324,40,48,44,59,48,2026-03-09
1619,324,82,28,49,28,61,2026-04-04
1620,324,57,59,52,67,48,2026-05-04
1621,325,41,74,49,40,51,2026-01-10
1622,325,46,56,51,29,40,2026-02-10
1623,325,60,49,57,59,64,2026-03-09
1624,325,73,49,52,27,59,2026-04-04
1625,325,41,36,53,57,68,2026-05-05
1626,326,63,46,36,40,59,2026-01-13
1627,326,35,38,27,44,38,2026-02-07
1628,326,44,62,47,26,45,2026-03-10
1629,326,59,54,43,56,35,2026-04-05
1630,326,40,49,60,88,56,2026-05-04
1631,327,65,81,52,62,45,2026-01-10
1632,327,66,79,43,64,50,2026-02-07
1633,327,48,56,66,63,61,2026-03-09
1634,327,75,60,62,57,51,2026-04-07
1635,327,73,31,69,49,68,2026-05-04
1636,328,52,55,74,59,63,2026-01-10
1637,328,61,34,56,38,71,2026-02-10
1638,328,57,63,63,43,39,2026-03-07
1639,328,51,37,51,56,80,2026-04-06
1640,328,59,70,43,69,51,2026-05-05
1641,329,57,26,64,52,42,2026-01-12
1642,329,56,53,64,77,47,2026-02-07
1643,329,64,64,66,67,58,2026-03-10
1644,329,49,63,35,51,67,2026-04-05
1645,329,57,33,60,64,59,2026-05-05
1646,330,50,33,56,52,59,2026-01-11
1647,330,40,51,54,63,47,2026-02-07
1648,330,44,74,49,72,73,2026-03-09
1649,330,54,44,46,46,64,2026-04-04
1650,330,46,49,55,68,47,2026-05-03
1651,331,51,52,48,25,58,2026-01-13
1652,331,44,47,41,60,58,2026-02-09
1653,331,57,73,48,47,53,2026-03-08
1654,331,59,50,29,41,40,2026-04-05
1655,331,25,57,43,25,61,2026-05-04
1656,332,75,71,65,50,62,2026-01-10
1657,332,55,50,58,64,75,2026-02-09
1658,332,39,69,71,46,68,2026-03-09
1659,332,71,54,69,27,70,2026-04-05
1660,332,78,50,62,42,70,2026-05-03
1661,333,52,51,49,63,60,2026-01-13
1662,333,40,57,44,50,55,2026-02-09
1663,333,57,57,32,60,42,2026-03-09
1664,333,53,54,44,50,51,2026-04-06
1665,333,70,39,44,67,53,2026-05-04
1666,334,65,66,42,55,63,2026-01-11
1667,334,71,66,74,82,73,2026-02-07
1668,334,75,74,74,76,65,2026-03-08
1669,334,59,64,68,73,72,2026-04-06
1670,334,31,80,38,66,91,2026-05-03
1671,335,60,34,61,42,43,2026-01-13
1672,335,58,39,28,52,59,2026-02-10
1673,335,47,51,58,46,44,2026-03-08
1674,335,74,52,42,68,46,2026-04-06
1675,335,62,73,82,69,52,2026-05-05
1676,336,52,63,38,60,51,2026-01-13
1677,336,39,67,71,66,52,2026-02-10
1678,336,50,36,52,58,38,2026-03-07
1679,336,34,53,56,69,63,2026-04-06
1680,336,53,56,62,25,47,2026-05-05
1681,337,60,25,59,50,55,2026-01-11
1682,337,40,35,44,49,38,2026-02-09
1683,337,66,46,48,63,40,2026-03-08
1684,337,35,57,52,53,62,2026-04-07
1685,337,63,45,56,71,51,2026-05-04
1686,338,66,31,40,71,59,2026-01-12
1687,338,45,37,53,25,40,2026-02-07
1688,338,41,29,34,53,45,2026-03-09
1689,338,45,40,33,51,75,2026-04-04
1690,338,63,50,58,54,40,2026-05-04
1691,339,63,67,81,72,67,2026-01-12
1692,339,82,62,81,100,94,2026-02-09
1693,339,55,83,44,100,58,2026-03-07
1694,339,73,83,50,63,60,2026-04-06
1695,339,71,82,66,72,96,2026-05-05
1696,340,45,41,31,65,37,2026-01-13
1697,340,41,41,37,41,49,2026-02-10
1698,340,61,73,52,55,56,2026-03-08
1699,340,44,47,47,53,40,2026-04-05
1700,340,49,57,43,45,58,2026-05-05
1701,341,43,38,34,41,71,2026-01-11
1702,341,45,27,41,67,51,2026-02-07
1703,341,43,47,65,50,67,2026-03-10
1704,341,60,43,50,56,85,2026-04-05
1705,341,42,39,48,52,40,2026-05-05
1706,342,71,60,79,72,75,2026-01-11
1707,342,60,73,43,80,60,2026-02-08
1708,342,61,65,53,59,81,2026-03-08
1709,342,61,80,51,52,91,2026-04-04
1710,342,64,56,64,80,49,2026-05-02
1711,343,81,62,94,77,78,2026-01-10
1712,343,55,69,82,90,74,2026-02-09
1713,343,92,59,70,77,78,2026-03-10
1714,343,80,57,63,53,59,2026-04-05
1715,343,78,79,64,61,48,2026-05-05
1716,344,56,67,78,80,76,2026-01-12
1717,344,71,67,58,92,56,2026-02-08
1718,344,81,70,74,67,41,2026-03-09
1719,344,55,69,80,79,95,2026-04-07
1720,344,75,68,56,53,87,2026-05-04
1721,345,75,56,54,66,70,2026-01-11
1722,345,67,88,64,86,90,2026-02-08
1723,345,55,73,43,80,89,2026-03-10
1724,345,68,75,39,79,84,2026-04-05
1725,345,97,72,84,68,62,2026-05-04
1726,346,74,44,69,66,64,2026-01-13
1727,346,57,47,70,38,73,2026-02-08
1728,346,70,49,61,62,75,2026-03-07
1729,346,45,69,52,46,55,2026-04-07
1730,346,63,64,55,76,65,2026-05-03
1731,347,82,73,66,80,67,2026-01-12
1732,347,69,70,85,62,86,2026-02-08
1733,347,83,81,60,74,99,2026-03-08
1734,347,84,60,70,71,71,2026-04-04
1735,347,63,56,86,86,85,2026-05-03
1736,348,52,56,49,49,50,2026-01-10
1737,348,56,49,64,62,50,2026-02-07
1738,348,51,42,32,66,37,2026-03-10
1739,348,42,57,43,54,57,2026-04-05
1740,348,66,35,25,50,60,2026-05-04
1741,349,43,62,66,62,77,2026-01-11
1742,349,70,64,42,63,49,2026-02-10
1743,349,68,43,65,58,77,2026-03-09
1744,349,50,54,47,59,65,2026-04-04
1745,349,64,65,66,75,68,2026-05-03
1746,350,43,49,67,47,47,2026-01-12
1747,350,45,48,56,62,46,2026-02-08
1748,350,60,47,42,39,44,2026-03-10
1749,350,49,63,49,62,33,2026-04-07
1750,350,59,64,46,56,69,2026-05-03
1751,351,62,31,62,36,44,2026-01-11
1752,351,54,30,42,50,31,2026-02-08
1753,351,53,57,56,44,46,2026-03-09
1754,351,52,47,31,47,80,2026-04-07
1755,351,44,65,38,57,46,2026-05-05
1756,352,88,57,74,86,84,2026-01-11
1757,352,82,78,56,77,75,2026-02-08
1758,352,51,57,59,62,72,2026-03-07
1759,352,72,75,74,56,69,2026-04-05
1760,352,75,54,82,80,92,2026-05-04
1761,353,71,59,64,53,48,2026-01-11
1762,353,44,71,60,56,47,2026-02-10
1763,353,55,58,64,74,43,2026-03-09
1764,353,66,58,65,41,68,2026-04-06
1765,353,54,53,64,47,68,2026-05-03
1766,354,35,52,46,62,47,2026-01-10
1767,354,55,32,52,65,65,2026-02-07
1768,354,41,44,53,30,53,2026-03-07
1769,354,53,51,44,50,39,2026-04-06
1770,354,39,57,38,52,44,2026-05-05
1771,355,63,66,82,53,82,2026-01-13
1772,355,52,51,56,79,86,2026-02-07
1773,355,74,70,74,66,58,2026-03-09
1774,355,64,61,80,73,57,2026-04-07
1775,355,70,25,57,60,71,2026-05-05
1776,356,68,43,68,80,73,2026-01-11
1777,356,68,65,62,65,44,2026-02-09
1778,356,69,36,59,58,71,2026-03-10
1779,356,48,75,36,75,51,2026-04-04
1780,356,77,42,70,57,71,2026-05-04
1781,357,50,81,46,52,56,2026-01-12
1782,357,58,62,50,60,49,2026-02-10
1783,357,43,63,35,53,54,2026-03-07
1784,357,56,67,38,59,61,2026-04-04
1785,357,65,56,40,54,59,2026-05-03
1786,358,60,56,77,65,52,2026-01-12
1787,358,47,78,62,71,59,2026-02-09
1788,358,46,56,57,62,70,2026-03-07
1789,358,64,58,56,64,61,2026-04-04
1790,358,43,44,60,56,47,2026-05-02
1791,359,35,33,28,66,36,2026-01-11
1792,359,27,47,42,50,72,2026-02-08
1793,359,53,33,54,37,58,2026-03-09
1794,359,29,52,35,42,40,2026-04-06
1795,359,61,43,53,46,47,2026-05-04
1796,360,64,49,53,62,64,2026-01-13
1797,360,70,62,51,56,56,2026-02-10
1798,360,63,50,63,40,73,2026-03-10
1799,360,50,58,51,63,72,2026-04-06
1800,360,58,36,76,45,68,2026-05-04
1801,361,64,70,54,66,56,2026-01-10
1802,361,74,52,43,62,54,2026-02-08
1803,361,57,53,43,47,70,2026-03-08
1804,361,66,58,58,68,53,2026-04-05
1805,361,33,43,25,59,62,2026-05-04
1806,362,56,55,39,41,75,2026-01-10
1807,362,56,56,31,43,45,2026-02-07
1808,362,39,63,47,42,57,2026-03-10
1809,362,49,35,35,51,48,2026-04-06
1810,362,34,41,68,50,51,2026-05-03
1811,363,81,54,58,75,47,2026-01-13
1812,363,72,71,76,47,42,2026-02-07
1813,363,61,76,68,65,88,2026-03-10
1814,363,78,85,65,67,68,2026-04-06
1815,363,55,54,42,83,64,2026-05-05
1816,364,52,48,50,58,39,2026-01-13
1817,364,54,59,56,35,75,2026-02-09
1818,364,59,50,42,61,36,2026-03-08
1819,364,46,63,43,59,55,2026-04-05
1820,364,47,47,52,55,46,2026-05-03
1821,365,55,27,44,59,60,2026-01-12
1822,365,45,57,49,76,50,2026-02-08
1823,365,44,70,49,64,60,2026-03-09
1824,365,59,58,48,64,51,2026-04-06
1825,365,31,64,48,49,51,2026-05-05
1826,366,39,63,48,65,92,2026-01-13
1827,366,55,61,68,86,39,2026-02-07
1828,366,74,85,64,48,86,2026-03-07
1829,366,78,70,73,72,74,2026-04-04
1830,366,78,57,83,54,76,2026-05-03
1831,367,42,42,54,57,82,2026-01-11
1832,367,61,42,52,57,30,2026-02-07
1833,367,39,59,60,52,37,2026-03-08
1834,367,51,64,51,72,37,2026-04-04
1835,367,83,49,52,58,56,2026-05-02
1836,368,57,70,27,67,73,2026-01-11
1837,368,50,77,69,60,50,2026-02-07
1838,368,52,57,52,63,77,2026-03-07
1839,368,49,38,59,62,50,2026-04-06
1840,368,67,61,71,72,58,2026-05-04
1841,369,73,69,54,54,69,2026-01-12
1842,369,40,49,33,52,40,2026-02-07
1843,369,67,49,64,66,42,2026-03-09
1844,369,57,37,53,61,51,2026-04-05
1845,369,57,65,36,49,44,2026-05-03
1846,370,59,53,66,36,68,2026-01-11
1847,370,79,66,67,57,84,2026-02-09
1848,370,55,58,43,71,81,2026-03-08
1849,370,51,69,44,82,33,2026-04-05
1850,370,76,72,26,87,45,2026-05-02
1851,371,61,45,62,42,67,2026-01-10
1852,371,48,49,46,67,76,2026-02-08
1853,371,66,48,51,48,54,2026-03-07
1854,371,46,70,43,75,71,2026-04-04
1855,371,69,65,58,49,57,2026-05-02
1856,372,83,68,77,51,56,2026-01-13
1857,372,73,62,63,46,72,2026-02-09
1858,372,49,47,64,61,52,2026-03-09
1859,372,70,44,80,64,45,2026-04-06
1860,372,79,61,64,47,59,2026-05-03
1861,373,55,58,65,87,73,2026-01-13
1862,373,71,61,63,51,100,2026-02-08
1863,373,87,58,78,79,80,2026-03-10
1864,373,61,85,82,85,63,2026-04-06
1865,373,71,72,82,73,67,2026-05-05
1866,374,84,47,55,67,70,2026-01-10
1867,374,60,38,56,75,52,2026-02-10
1868,374,48,63,56,45,63,2026-03-08
1869,374,62,61,71,49,31,2026-04-04
1870,374,59,77,66,55,61,2026-05-03
1871,375,62,67,76,83,71,2026-01-11
1872,375,60,87,71,94,48,2026-02-08
1873,375,71,55,75,61,82,2026-03-07
1874,375,63,58,52,28,53,2026-04-07
1875,375,54,56,50,45,73,2026-05-03
1876,376,52,38,59,36,57,2026-01-10
1877,376,37,53,69,68,73,2026-02-08
1878,376,55,49,67,40,58,2026-03-08
1879,376,91,49,66,90,44,2026-04-07
1880,376,65,71,68,52,69,2026-05-03
1881,377,56,68,80,65,90,2026-01-12
1882,377,52,92,85,53,69,2026-02-09
1883,377,76,55,64,64,67,2026-03-08
1884,377,62,60,58,53,71,2026-04-06
1885,377,87,61,61,64,67,2026-05-04
1886,378,66,68,77,62,55,2026-01-13
1887,378,67,74,62,65,96,2026-02-08
1888,378,67,73,49,83,88,2026-03-08
1889,378,46,71,59,56,61,2026-04-06
1890,378,97,69,89,75,60,2026-05-04
1891,379,60,80,48,46,52,2026-01-12
1892,379,81,68,69,48,39,2026-02-08
1893,379,72,94,61,72,59,2026-03-10
1894,379,71,62,47,52,51,2026-04-06
1895,379,82,65,43,79,69,2026-05-03
1896,380,59,73,79,60,77,2026-01-10
1897,380,50,83,77,60,60,2026-02-07
1898,380,44,79,66,64,72,2026-03-07
1899,380,64,55,79,78,68,2026-04-04
1900,380,80,57,57,72,59,2026-05-02
1901,381,53,55,39,76,58,2026-01-10
1902,381,59,36,52,54,55,2026-02-09
1903,381,33,46,40,79,75,2026-03-10
1904,381,45,60,55,56,42,2026-04-04
1905,381,56,45,39,51,51,2026-05-05
1906,382,68,68,52,62,53,2026-01-11
1907,382,73,60,81,62,80,2026-02-08
1908,382,65,80,70,61,57,2026-03-07
1909,382,63,32,72,69,68,2026-04-04
1910,382,62,58,53,60,78,2026-05-05
1911,383,34,53,53,56,50,2026-01-10
1912,383,68,56,45,66,69,2026-02-08
1913,383,43,56,50,44,55,2026-03-10
1914,383,55,50,49,61,53,2026-04-04
1915,383,42,55,63,56,54,2026-05-03
1916,384,60,74,72,83,82,2026-01-12
1917,384,72,60,72,84,57,2026-02-10
1918,384,79,68,61,61,74,2026-03-10
1919,384,61,75,67,71,81,2026-04-06
1920,384,87,69,66,55,52,2026-05-03
1921,385,46,65,53,52,57,2026-01-12
1922,385,77,47,43,62,43,2026-02-10
1923,385,72,40,61,63,58,2026-03-07
1924,385,65,58,59,43,59,2026-04-04
1925,385,71,59,66,51,55,2026-05-03
1926,386,34,35,46,79,53,2026-01-13
1927,386,50,51,51,52,65,2026-02-10
1928,386,58,68,48,54,65,2026-03-07
1929,386,58,70,59,56,61,2026-04-06
1930,386,46,51,51,45,75,2026-05-04
1931,387,76,64,44,65,54,2026-01-13
1932,387,58,74,53,49,78,2026-02-08
1933,387,38,58,62,58,53,2026-03-07
1934,387,39,51,82,53,64,2026-04-06
1935,387,68,62,65,43,55,2026-05-02
1936,388,58,51,41,27,57,2026-01-10
1937,388,36,48,58,50,58,2026-02-09
1938,388,40,55,64,50,31,2026-03-07
1939,388,47,38,41,51,50,2026-04-06
1940,388,49,49,26,40,54,2026-05-04
1941,389,57,50,64,63,55,2026-01-12
1942,389,41,38,30,38,41,2026-02-10
1943,389,52,47,55,61,63,2026-03-09
1944,389,51,31,25,58,56,2026-04-04
1945,389,57,51,25,31,45,2026-05-05
1946,390,70,59,59,87,64,2026-01-13
1947,390,86,51,42,62,72,2026-02-08
1948,390,57,54,74,76,79,2026-03-07
1949,390,71,65,65,82,66,2026-04-07
